SourceFile,Date,StartTime,EndTime,Rank,Name,NSA,Round,Speed_kmh,Distance_m,PointsDist,JudgeTotal,Gate,GatePts,WindMS,WindPts,RoundTotal,RoundRank,OverallPoints,BaseWind,BaseGate,BaseLength,WeatherDesc,AirTempStart,AirTempFinish,TrackTempStart,TrackTempFinish,HumidityStart,HumidityFinish,TanWindMin,TanWindMax,TanWindAvg,Location,HillSize_m,KPoint_m,MeterValue_pts_per_m,GateFactor_pts_per_m,HeadWindFactor,TailWindFactor
2025JP3165RL.pdf,13 MAR 2025,18:08,18:41,24,HAYBOECK Michael,AUT,2.0,88.7,121.0,61.8,51.5,13.0,,-0.05,0.7,114.0,23,220.5,0.00,13,83.50,partly cloudy,1.1,1.2,-6.0,-6.0,68,66,-0.23,0.19,-0.04,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,17:00,17:49,25,FRANTZ Tate,USA,1.0,88.0,119.0,58.2,51.5,11.0,,0.38,-3.8,105.9,26,219.6,0.00,11,82.60,partly cloudy,1.9,1.5,-6.0,-6.0,49,47,-0.20,1.07,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,18:08,18:41,25,FRANTZ Tate,USA,2.0,88.6,120.0,60.0,51.5,13.0,,-0.15,2.2,113.7,24,219.6,0.00,13,83.50,partly cloudy,1.1,1.2,-6.0,-6.0,68,66,-0.23,0.19,-0.04,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,17:00,17:49,26,KOBAYASHI Sakutaro,JPN,1.0,88.0,120.0,60.0,50.5,11.0,,0.39,-3.9,106.6,24,219.5,0.00,11,82.60,partly cloudy,1.9,1.5,-6.0,-6.0,49,47,-0.20,1.07,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,18:08,18:41,26,KOBAYASHI Sakutaro,JPN,2.0,88.7,121.0,61.8,50.5,13.0,,-0.04,0.6,112.9,25,219.5,0.00,13,83.50,partly cloudy,1.1,1.2,-6.0,-6.0,68,66,-0.23,0.19,-0.04,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,17:00,17:49,27,VILLUMSTAD Fredrik,NOR,1.0,88.1,121.5,62.7,51.5,11.0,,0.72,-7.1,107.1,22,216.9,0.00,11,82.60,partly cloudy,1.9,1.5,-6.0,-6.0,49,47,-0.20,1.07,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,18:08,18:41,27,VILLUMSTAD Fredrik,NOR,2.0,88.8,119.0,58.2,51.0,13.0,,-0.04,0.6,109.8,26,216.9,0.00,13,83.50,partly cloudy,1.1,1.2,-6.0,-6.0,68,66,-0.23,0.19,-0.04,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,17:00,17:49,28,ZNISZCZOL Aleksander,POL,1.0,88.2,118.0,56.4,49.5,11.0,,0.08,-0.8,105.1,30,213.7,0.00,11,82.60,partly cloudy,1.9,1.5,-6.0,-6.0,49,47,-0.20,1.07,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,18:08,18:41,28,ZNISZCZOL Aleksander,POL,2.0,88.6,118.0,56.4,51.0,13.0,,-0.08,1.2,108.6,27,213.7,0.00,13,83.50,partly cloudy,1.1,1.2,-6.0,-6.0,68,66,-0.23,0.19,-0.04,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,17:00,17:49,29,COLBY Jason,USA,1.0,87.5,124.0,67.2,51.5,11.0,,0.97,-9.6,109.1,19,211.6,0.00,11,82.60,partly cloudy,1.9,1.5,-6.0,-6.0,49,47,-0.20,1.07,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,18:08,18:41,29,COLBY Jason,USA,2.0,88.1,115.0,51.0,50.5,13.0,,-0.07,1.0,102.5,30,211.6,0.00,13,83.50,partly cloudy,1.1,1.2,-6.0,-6.0,68,66,-0.23,0.19,-0.04,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,17:00,17:49,30,INSAM Alex,ITA,1.0,87.9,118.5,57.3,51.0,11.0,,0.26,-2.6,105.7,27,211.3,0.00,11,82.60,partly cloudy,1.9,1.5,-6.0,-6.0,49,47,-0.20,1.07,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,18:08,18:41,30,INSAM Alex,ITA,2.0,88.4,117.5,55.5,48.5,13.0,,-0.11,1.6,105.6,29,211.3,0.00,13,83.50,partly cloudy,1.1,1.2,-6.0,-6.0,68,66,-0.23,0.19,-0.04,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,17:00,17:49,31,WOLNY Jakub,POL,1.0,87.7,124.5,68.1,53.5,11.0,,1.07,-10.6,111.0,15,210.9,0.00,11,82.60,partly cloudy,1.9,1.5,-6.0,-6.0,49,47,-0.20,1.07,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3165RL.pdf,13 MAR 2025,18:08,18:41,31,WOLNY Jakub,POL,2.0,88.1,114.0,49.2,49.5,13.0,,-0.08,1.2,99.9,31,210.9,0.00,13,83.50,partly cloudy,1.1,1.2,-6.0,-6.0,68,66,-0.23,0.19,-0.04,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,1,PREVC Domen,SLO,1.0,98.4,236.0,163.2,54.5,9.0,7.3,0.56,-8.1,216.9,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,2,KRAFT Stefan,AUT,1.0,98.7,226.0,151.2,57.0,10.0,,0.32,-4.6,203.6,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,3,ZAJC Timi,SLO,1.0,97.9,230.0,156.0,54.0,10.0,,0.52,-7.5,202.5,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,4,WELLINGER Andreas,GER,1.0,99.8,225.0,150.0,57.0,11.0,-7.3,0.2,-2.9,196.8,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,5,GEIGER Karl,GER,1.0,100.0,225.5,150.6,55.5,11.0,-7.3,0.15,-2.2,196.6,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,6,HOERL Jan,AUT,1.0,98.2,215.0,138.0,54.5,9.0,7.3,0.46,-6.6,193.2,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,7,KOBAYASHI Ryoyu,JPN,1.0,99.1,216.5,139.8,55.5,11.0,-7.3,-0.14,3.0,191.0,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,8,RAIMUND Philipp,GER,1.0,98.8,218.0,141.6,54.0,10.0,,0.45,-6.5,189.1,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,9,PASCHKE Pius,GER,1.0,97.7,225.0,150.0,55.5,10.0,,1.34,-19.3,186.2,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,10,FETTNER Manuel,AUT,1.0,98.5,204.5,125.4,53.5,9.0,7.3,0.12,-1.7,184.5,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,11,WOLNY Jakub,POL,1.0,98.3,222.5,147.0,53.5,10.0,,1.16,-16.7,183.8,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,12,WASEK Pawel,POL,1.0,98.0,216.0,139.2,54.0,10.0,,0.72,-10.4,182.8,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,13,DESCHWANDEN Gregor,SUI,1.0,99.0,211.0,133.2,53.0,10.0,,0.25,-3.6,182.6,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,14,AIGRO Artti,EST,1.0,97.0,219.5,143.4,53.5,10.0,,1.01,-14.5,182.4,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,15,TSCHOFENIG Daniel,AUT,1.0,98.8,198.5,118.2,53.0,10.0,,-0.43,9.3,180.5,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,16,LANISEK Anze,SLO,1.0,99.7,211.0,133.2,54.5,12.0,-14.8,-0.22,4.8,177.7,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,17,ZNISZCZOL Aleksander,POL,1.0,98.0,212.5,135.0,54.0,10.0,,0.79,-11.4,177.6,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,18,AALTO Antti,FIN,1.0,98.0,212.5,135.0,53.0,10.0,,1.0,-14.4,173.6,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,19,NAKAMURA Naoki,JPN,1.0,98.6,205.0,126.0,54.0,10.0,,0.52,-7.5,172.5,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,20,MOGEL Zak,SLO,1.0,98.2,213.0,135.6,53.0,10.0,,1.21,-17.4,171.2,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,21,STOCH Kamil,POL,1.0,98.0,208.0,129.6,54.0,10.0,,0.92,-13.2,170.4,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,22,SATO Yukiya,JPN,1.0,98.1,213.5,136.2,53.5,10.0,,1.37,-19.7,170.0,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,23,NIKAIDO Ren,JPN,1.0,98.6,206.5,127.8,54.0,10.0,,0.91,-13.1,168.7,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,24,INSAM Alex,ITA,1.0,98.2,208.0,129.6,54.5,10.0,,1.11,-16.0,168.1,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,25,FRANTZ Tate,USA,1.0,98.2,204.0,124.8,54.0,10.0,,0.93,-13.4,165.4,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,26,EISENBICHLER Markus,GER,1.0,97.7,208.0,129.6,54.0,10.0,,1.36,-19.6,164.0,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,27,STRAND Soelve Jokerud,NOR,1.0,98.2,201.5,121.8,53.5,10.0,,1.48,-21.3,154.0,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,28,HAYBOECK Michael,AUT,1.0,99.0,197.5,117.0,51.0,10.0,,1.26,-18.1,149.9,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,29,MARUSIAK Yevhen,UKR,1.0,97.2,199.0,118.8,50.5,10.0,,1.41,-20.3,149.0,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,30,ZOGRAFSKI Vladimir,BUL,1.0,98.1,188.0,105.6,48.5,10.0,,0.41,-5.9,148.2,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,31,ORTNER Maximilian,AUT,1.0,98.2,195.5,114.6,53.5,10.0,,1.47,-21.2,146.9,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,32,KOS Lovro,SLO,1.0,97.3,198.0,117.6,48.5,10.0,,1.47,-21.2,144.9,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,33,EMBACHER Stephan,AUT,1.0,98.7,182.5,99.0,52.0,10.0,,0.49,-7.1,143.9,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,34,VILLUMSTAD Fredrik,NOR,1.0,98.9,187.5,105.0,52.0,10.0,,1.11,-16.0,141.0,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,35,FOUBERT Valentin,FRA,1.0,98.1,184.0,100.8,51.0,10.0,,1.05,-15.1,136.7,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,36,PEIER Killian,SUI,1.0,99.2,177.0,92.4,51.0,10.0,,0.48,-6.9,136.5,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,37,KOBAYASHI Sakutaro,JPN,1.0,98.4,184.5,101.4,49.5,10.0,,1.1,-15.8,135.1,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,38,KOT Maciej,POL,1.0,97.8,187.5,105.0,50.5,10.0,,1.44,-20.7,134.8,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,39,WASSER Yanick,SUI,1.0,98.4,183.5,100.2,50.5,10.0,,1.39,-20.0,130.7,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3168RLQ.pdf,14 MAR 2025,17:00,18:02,40,GUNDERSRUD Adrian Thon,NOR,1.0,97.9,184.0,100.8,48.0,10.0,,1.39,-20.0,128.8,,,0.00,10,101.89,sunny,5.9,5.5,-6.7,-6.8,63,65,-0.43,1.73,0.97,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,1,WELLINGER Andreas,GER,1.0,99.6,228.0,153.6,57.0,10.0,,0.12,-1.7,208.9,1,436.1,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,1,WELLINGER Andreas,GER,2.0,101.4,229.5,155.4,58.5,13.0,7.3,-0.28,6.0,227.2,2,436.1,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,2,ZAJC Timi,SLO,1.0,98.3,234.0,160.8,56.5,10.0,,0.75,-10.8,206.5,2,427.8,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,2,ZAJC Timi,SLO,2.0,100.7,208.0,129.6,55.0,13.0,7.3,-1.36,29.4,221.3,3,427.8,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,3,LANISEK Anze,SLO,1.0,98.6,208.0,129.6,55.5,10.0,,-0.28,6.0,191.1,5,422.7,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,3,LANISEK Anze,SLO,2.0,101.6,225.0,150.0,57.0,14.0,,-1.14,24.6,231.6,1,422.7,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,4,KOBAYASHI Ryoyu,JPN,1.0,98.5,216.0,139.2,57.5,10.0,,-0.18,3.9,200.6,3,413.5,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,4,KOBAYASHI Ryoyu,JPN,2.0,100.2,216.0,139.2,56.5,13.0,7.3,-0.46,9.9,212.9,5,413.5,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,5,PREVC Domen,SLO,1.0,98.7,219.5,143.4,56.5,10.0,,0.14,-2.0,197.9,4,398.6,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,5,PREVC Domen,SLO,2.0,101.3,239.0,166.8,25.0,14.0,,-0.41,8.9,200.7,10,398.6,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,6,KRAFT Stefan,AUT,1.0,98.4,205.5,126.6,55.0,10.0,,0.62,-8.9,172.7,12,392.1,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,6,KRAFT Stefan,AUT,2.0,101.4,220.0,144.0,57.0,14.0,,-0.85,18.4,219.4,4,392.1,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,7,DESCHWANDEN Gregor,SUI,1.0,99.1,217.5,141.0,53.5,10.0,,0.51,-7.3,187.2,6,390.1,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,7,DESCHWANDEN Gregor,SUI,2.0,101.9,209.0,130.8,54.0,14.0,,-0.84,18.1,202.9,9,390.1,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,8,HOERL Jan,AUT,1.0,98.4,200.0,120.0,53.5,10.0,,-0.14,3.0,176.5,9,386.4,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,8,HOERL Jan,AUT,2.0,101.7,226.0,151.2,56.5,15.0,-7.3,-0.44,9.5,209.9,6,386.4,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,9,PASCHKE Pius,GER,1.0,98.1,204.5,125.4,54.0,10.0,,0.05,-0.7,178.7,8,381.8,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,9,PASCHKE Pius,GER,2.0,100.5,211.5,133.8,55.5,14.0,,-0.64,13.8,203.1,8,381.8,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,10,ZNISZCZOL Aleksander,POL,1.0,98.1,209.5,131.4,55.0,10.0,,0.26,-3.7,182.7,7,375.1,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,10,ZNISZCZOL Aleksander,POL,2.0,100.9,197.5,117.0,54.0,14.0,,-0.99,21.4,192.4,13,375.1,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,11,GEIGER Karl,GER,1.0,98.9,207.0,128.4,55.5,10.0,,0.65,-9.4,174.5,10,372.3,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,11,GEIGER Karl,GER,2.0,102.4,211.5,133.8,55.5,15.0,-7.3,-0.73,15.8,197.8,11,372.3,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,12,FETTNER Manuel,AUT,1.0,98.6,195.0,114.0,53.5,10.0,,0.05,-0.7,166.8,13,360.9,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,18:04,19:07,12,FETTNER Manuel,AUT,2.0,101.0,211.5,133.8,54.0,14.0,,-0.29,6.3,194.1,12,360.9,0.00,14,105.30,partly cloudy,5.2,4.8,-4.8,-4.9,65,70,-1.78,1.00,-0.41,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
2025JP3169RL.pdf,15 MAR 2025,17:00,17:44,13,KOBAYASHI Sakutaro,JPN,1.0,98.7,205.5,126.6,54.0,10.0,,0.44,-6.3,174.3,11,355.4,0.00,10,101.89,mostly cloudy,6.5,6.7,-6.2,-6.2,65,66,-0.28,1.50,0.36,Vikersund,240.0,200.0,1.2,8.64,14.4,21.6
